Incident_SK,Incident_ID,Date_Key,Operation_Key,Limit_Key,Vendor_Key,Downtime_Minutes,MTTR_Minutes,Impacted_Txns_Count,Financial_Loss_AUD,Is_Peak_Hour,Incident_Classification,Is_Invalid_Column,Data_Quality_Case
990,INC-000965,20250921,5,5,7.0,55.6,1399.0,6174,256945.24,True,Third-Party/Vendor Outage,True,extended_mttr_outlier
991,INC-000966,20241008,3,3,4.0,4.8,10.3,615,7309.38,True,Third-Party/Vendor Outage,False,successful
992,INC-000967,20240317,9,9,6.0,4.5,3.3,68,1049.55,False,Third-Party/Vendor Outage,True,logging_error
993,INC-000968,20250107,5,5,3.0,73.0,75.4,5538,209188.32,False,Network/Telco Failure,False,successful
994,INC-000969,20240201,7,7,6.0,25.3,28.2,388,7294.79,False,Network/Telco Failure,False,successful
995,INC-000970,20250914,5,5,2.0,52.1,62.1,6270,225226.73,True,Third-Party/Vendor Outage,False,successful
996,INC-000971,20240205,9,9,6.0,25.8,59.9,282,4656.88,False,Network/Telco Failure,False,successful
997,INC-000972,20240309,2,2,3.0,56.8,58.9,2398,86463.54,False,Network/Telco Failure,False,successful
998,INC-000973,20251022,6,6,1.0,21.0,10.8,946,36927.35,False,Internal Infrastructure Failure,True,logging_error
999,INC-000974,20250110,10,10,1.0,11.7,23.0,170,3243.11,False,Internal Infrastructure Failure,False,successful
1000,INC-000975,20250105,7,7,2.0,5.0,19.2,90,1681.32,False,Third-Party/Vendor Outage,False,successful
1001,INC-000976,20250803,6,6,4.0,-8.1,11.4,0,0.0,False,Data/Logging Anomaly,True,negative_downtime
1002,INC-000977,20250911,5,5,1.0,26.4,30.2,3134,130250.49,True,Internal Infrastructure Failure,False,successful
1003,INC-000978,20240606,8,8,2.0,36.6,37.2,671,15499.47,False,Third-Party/Vendor Outage,True,duplicate_source
1004,INC-000978,20240606,8,8,2.0,36.6,36.6,671,15499.47,False,Third-Party/Vendor Outage,True,duplicate_source
1005,INC-000979,20250114,4,4,6.0,7.6,9.3,601,19607.39,True,Software Deployment Bug,False,successful
1006,INC-000980,20250330,5,5,2.0,24.6,27.4,1741,56873.79,False,Third-Party/Vendor Outage,False,successful
1007,INC-000981,20250810,1,1,2.0,25.2,32.2,1324,18133.45,False,Network/Telco Failure,False,successful
1008,INC-000982,20250626,4,4,8.0,6.1,272.5,677,23783.07,True,Software Deployment Bug,True,extended_mttr_outlier
1009,INC-000983,20250211,4,4,4.0,38.6,58.3,2764,86602.67,False,Software Deployment Bug,False,successful
1010,INC-000984,20251027,2,2,4.0,24.6,30.1,1452,57278.28,False,Software Deployment Bug,False,successful
1011,INC-000985,20240912,5,5,7.0,52.7,68.8,2725,78769.04,False,Third-Party/Vendor Outage,False,successful
1012,INC-000986,20240127,3,3,8.0,25.7,0.0,1602,21593.68,False,Network/Telco Failure,False,self_resolved
1013,INC-000987,20250526,1,1,2.0,3.6,4.1,244,2713.57,False,Third-Party/Vendor Outage,False,successful
1014,INC-000988,20250729,6,6,8.0,4.2,6.4,340,10837.59,True,Third-Party/Vendor Outage,False,successful
1015,INC-000989,20240925,5,5,6.0,3.2,0.0,353,13876.09,True,Software Deployment Bug,False,self_resolved
1016,INC-000990,20251221,5,5,6.0,17.6,19.6,1093,37062.73,False,Third-Party/Vendor Outage,False,successful
1017,INC-000991,20240807,5,5,4.0,14.1,6.0,856,35446.99,False,Software Deployment Bug,True,logging_error
1018,INC-000992,20251211,2,2,1.0,29.2,30.2,1373,46589.28,False,Internal Infrastructure Failure,False,successful
1019,INC-000993,20250517,6,6,5.0,17.2,5.7,1100,37457.66,False,Network/Telco Failure,True,logging_error
1020,INC-000994,20240505,5,5,4.0,30.4,10.2,3401,100402.62,True,Network/Telco Failure,True,logging_error
1021,INC-000995,20240316,8,8,8.0,8.4,12.4,234,5354.59,True,Third-Party/Vendor Outage,False,successful
1022,INC-000996,20240625,9,9,7.0,17.7,19.4,328,3846.0,False,Third-Party/Vendor Outage,False,successful
1023,INC-000997,20240330,6,6,7.0,37.7,0.0,2494,94414.39,False,Software Deployment Bug,False,self_resolved
1024,INC-000998,20251114,4,4,2.0,20.4,13.8,1543,50153.56,False,Software Deployment Bug,True,logging_error
1025,INC-000999,20251227,6,6,4.0,34.6,1268.5,4140,168563.29,True,Third-Party/Vendor Outage,True,extended_mttr_outlier
1026,INC-001000,20250717,2,2,4.0,10.6,12.1,809,27748.33,False,Software Deployment Bug,False,successful
1027,INC-001001,20241103,7,7,6.0,4.2,0.0,134,3116.24,True,Network/Telco Failure,False,self_resolved
1028,INC-001002,20251229,3,3,7.0,18.6,62.5,2590,29912.44,True,Network/Telco Failure,False,successful
1029,INC-001003,20250105,4,4,2.0,3.5,1.8,289,9585.8,True,Network/Telco Failure,True,logging_error
1030,INC-001004,20240504,3,3,1.0,9.9,25.3,577,6213.44,False,Internal Infrastructure Failure,False,successful
1031,INC-001005,20240724,3,3,3.0,6.0,0.0,326,3835.03,False,Network/Telco Failure,False,self_resolved
1032,INC-001006,20240830,3,3,7.0,6.3,5.1,355,4829.94,False,Third-Party/Vendor Outage,True,logging_error
1033,INC-001007,20240127,7,7,2.0,15.6,23.4,432,,True,Software Deployment Bug,True,missing_data
1034,INC-001008,20250721,6,6,3.0,11.2,35.8,1325,46917.23,True,Software Deployment Bug,False,successful
1035,INC-001009,20250423,10,10,7.0,12.1,13.9,220,4234.42,False,Network/Telco Failure,False,successful
1036,INC-001010,20250918,3,3,6.0,125.3,126.3,7517,,False,Third-Party/Vendor Outage,True,missing_data
1037,INC-001011,20240308,5,5,3.0,37.5,40.6,2337,95580.26,False,Software Deployment Bug,False,successful
1038,INC-001012,20250211,5,5,7.0,50.1,52.6,4794,170685.14,True,Third-Party/Vendor Outage,False,successful
1039,INC-001013,20250622,8,8,2.0,31.5,38.2,867,18251.61,True,Third-Party/Vendor Outage,False,successful
1040,INC-001014,20250223,1,1,1.0,50.3,73.6,2318,32829.0,False,Internal Infrastructure Failure,True,duplicate_source
1041,INC-001014,20250223,1,1,1.0,50.3,74.1,2318,32829.0,False,Internal Infrastructure Failure,True,duplicate_source
1042,INC-001015,20250811,6,6,2.0,18.8,19.6,1022,42335.65,False,Third-Party/Vendor Outage,False,successful
1043,INC-001016,20240508,1,1,5.0,58.7,80.6,2536,37982.95,False,Software Deployment Bug,False,successful
1044,INC-001017,20251019,5,5,1.0,89.7,0.0,12394,376709.09,True,Internal Infrastructure Failure,False,self_resolved
1045,INC-001018,20240316,5,5,2.0,0.0,0.0,392,14170.68,False,Third-Party/Vendor Outage,True,ghost_impact
1046,INC-001019,20250422,9,9,1.0,660.7,8.0,17577,209250.24,True,Data/Logging Anomaly,True,outlier_downtime
1047,INC-001020,20251127,2,2,7.0,84.9,88.6,6352,196448.67,False,Software Deployment Bug,False,successful
1048,INC-001021,20240511,2,2,4.0,4.0,11.1,172,6880.19,False,Network/Telco Failure,False,successful
1049,INC-001022,20240512,6,6,3.0,13.6,19.3,830,34021.09,False,Third-Party/Vendor Outage,False,successful
1050,INC-001023,20250529,1,1,1.0,7.7,23.2,730,10078.32,True,Internal Infrastructure Failure,False,successful
1051,INC-001024,20240226,1,1,5.0,0.0,3.7,0,0.0,False,Third-Party/Vendor Outage,True,false_alert
1052,INC-001025,20250614,1,1,3.0,25.2,0.0,1409,20663.23,False,Network/Telco Failure,False,self_resolved
1053,INC-001026,20241107,2,2,8.0,21.4,0.0,1050,39713.12,False,Network/Telco Failure,False,self_resolved
1054,INC-001027,20240614,9,9,5.0,7.1,13.8,215,2498.07,True,Software Deployment Bug,False,successful
1055,INC-001028,20251227,2,2,4.0,39.4,41.6,2325,77724.93,False,Network/Telco Failure,False,successful
1056,INC-001029,20241220,6,6,8.0,4.0,4.0,202,5910.19,False,Software Deployment Bug,False,successful
1057,INC-001030,20240321,1,1,5.0,20.3,33.3,1516,15582.37,False,Software Deployment Bug,False,successful
1058,INC-001031,20240720,5,5,6.0,24.7,31.1,2166,72024.34,True,Software Deployment Bug,False,successful
1059,INC-001032,20240508,8,8,,73.2,87.7,816,19356.53,False,Internal Infrastructure Failure,True,missing_data
1060,INC-001033,20251002,10,10,8.0,11.0,16.6,138,3031.66,False,Software Deployment Bug,False,successful
1061,INC-001034,20250921,5,5,7.0,3.7,132.5,354,13341.29,True,Third-Party/Vendor Outage,True,extended_mttr_outlier
1062,INC-001035,20250529,3,3,3.0,14.7,24.8,760,7845.52,False,Network/Telco Failure,False,successful
1063,INC-001036,20250829,7,7,5.0,75.1,77.2,856,17156.01,False,Network/Telco Failure,True,duplicate_source
1064,INC-001036,20250829,7,7,5.0,75.1,78.1,856,17156.01,False,Network/Telco Failure,True,duplicate_source
1065,INC-001037,20240624,5,5,8.0,0.0,12.9,0,0.0,False,Software Deployment Bug,True,false_alert
1066,INC-001038,20250731,1,1,4.0,32.5,58.0,1561,18062.02,False,Third-Party/Vendor Outage,False,successful
1067,INC-001039,20240130,5,5,6.0,4.5,3.0,227,8302.94,False,Third-Party/Vendor Outage,True,logging_error
1068,INC-001040,20240216,8,8,5.0,0.0,0.0,278,6475.35,False,Software Deployment Bug,True,ghost_impact
1069,INC-001041,20251028,7,7,4.0,9.7,19.4,117,2456.92,False,Network/Telco Failure,False,successful
1070,INC-001042,20250808,2,2,6.0,17.4,34.9,2083,68720.31,True,Third-Party/Vendor Outage,False,successful
1071,INC-001043,20250924,4,4,7.0,7.4,10.4,973,,True,Third-Party/Vendor Outage,True,missing_data
1072,INC-001044,20250524,6,6,3.0,11.1,20.2,640,22979.27,False,Software Deployment Bug,False,successful
1073,INC-001045,20251019,4,4,5.0,6.1,15.1,429,15690.25,False,Software Deployment Bug,False,successful
1074,INC-001046,20250509,4,4,3.0,0.0,0.0,348,10948.09,True,Network/Telco Failure,True,ghost_impact
1075,INC-001047,20251202,5,5,5.0,4.9,1.9,335,11531.23,False,Third-Party/Vendor Outage,True,logging_error
1076,INC-001048,20241031,3,3,5.0,28.5,34.9,3043,30315.2,True,Third-Party/Vendor Outage,False,successful
1077,INC-001049,20240315,10,10,5.0,35.1,0.0,651,13623.89,False,Third-Party/Vendor Outage,False,self_resolved
1078,INC-001050,20240610,5,5,3.0,73.7,90.6,5572,175834.37,False,Third-Party/Vendor Outage,False,successful
1079,INC-001051,20250301,6,6,4.0,5.5,27.4,601,20335.16,True,Third-Party/Vendor Outage,False,successful
1080,INC-001052,20250420,3,3,4.0,33.9,855.0,2507,29728.06,False,Network/Telco Failure,True,extended_mttr_outlier
1081,INC-001053,20241214,7,7,1.0,29.9,36.2,455,9236.18,False,Internal Infrastructure Failure,False,successful
1082,INC-001054,20250913,1,1,4.0,0.0,0.0,104,1295.89,False,Network/Telco Failure,True,ghost_impact
1083,INC-001055,20241116,3,3,4.0,3.8,3.4,500,6258.71,True,Software Deployment Bug,True,logging_error
1084,INC-001056,20241219,2,2,4.0,16.0,26.0,2171,64047.25,True,Third-Party/Vendor Outage,False,successful
1085,INC-001057,20240513,6,6,6.0,38.0,41.2,2273,95019.47,False,Software Deployment Bug,False,successful
1086,INC-001058,20250611,6,6,5.0,14.7,16.9,1928,69590.05,True,Third-Party/Vendor Outage,False,successful
1087,INC-001059,20241122,7,7,5.0,10.9,15.8,139,3022.32,False,Network/Telco Failure,False,successful
1088,INC-001060,20250422,7,7,3.0,28.0,35.0,433,10395.92,False,Third-Party/Vendor Outage,False,successful
1089,INC-001061,20240930,3,3,7.0,32.9,39.9,4060,46028.66,True,Third-Party/Vendor Outage,False,successful
1090,INC-001062,20240910,6,6,8.0,19.5,25.7,1871,,True,Network/Telco Failure,True,missing_data
1091,INC-001063,20240409,10,10,1.0,66.5,68.0,1267,24063.8,True,Internal Infrastructure Failure,False,successful
1092,INC-001064,20240221,4,4,5.0,4.2,26.6,206,7245.19,False,Software Deployment Bug,False,successful
1093,INC-001065,20250128,1,1,6.0,51.3,54.5,3058,41227.87,False,Third-Party/Vendor Outage,False,successful
1094,INC-001066,20240911,4,4,7.0,16.3,20.5,708,29324.68,False,Network/Telco Failure,False,successful
1095,INC-001067,20241201,2,2,2.0,8.5,17.5,495,17483.36,False,Software Deployment Bug,False,successful
1096,INC-001068,20240713,2,2,5.0,48.4,51.1,2985,108456.14,False,Network/Telco Failure,False,successful
1097,INC-001069,20250525,3,3,6.0,49.0,53.7,3638,50905.73,False,Third-Party/Vendor Outage,False,successful
1098,INC-001070,20250525,1,1,7.0,4.3,0.0,571,6941.65,True,Software Deployment Bug,False,self_resolved
1099,INC-001071,20250524,1,1,1.0,10.6,23.3,632,6549.15,False,Internal Infrastructure Failure,True,duplicate_source
1100,INC-001071,20250524,1,1,1.0,10.6,22.0,632,6549.15,False,Internal Infrastructure Failure,True,duplicate_source
1101,INC-001072,20240124,5,5,,30.4,41.2,3233,,True,Internal Infrastructure Failure,True,missing_data
1102,INC-001073,20240402,5,5,8.0,8.7,11.8,1168,47557.57,True,Third-Party/Vendor Outage,False,successful
1103,INC-001074,20250601,2,2,3.0,38.5,45.0,1963,61341.66,False,Third-Party/Vendor Outage,False,successful
1104,INC-001075,20240903,4,4,4.0,26.3,0.0,2150,70844.71,True,Network/Telco Failure,False,self_resolved
1105,INC-001076,20250820,5,5,6.0,36.9,42.4,2638,103886.51,False,Software Deployment Bug,False,successful
1106,INC-001077,20240219,2,2,3.0,19.7,37.6,997,32051.66,False,Third-Party/Vendor Outage,False,successful
1107,INC-001078,20241015,1,1,6.0,10.3,12.7,1251,12864.03,True,Third-Party/Vendor Outage,False,successful
1108,INC-001079,20250903,6,6,3.0,7.9,10.3,1097,40138.28,True,Third-Party/Vendor Outage,False,successful
1109,INC-001080,20241019,1,1,5.0,19.5,22.1,2061,24688.44,True,Third-Party/Vendor Outage,False,successful
1110,INC-001081,20240420,3,3,6.0,9.2,38.3,1052,11569.7,True,Third-Party/Vendor Outage,False,successful
1111,INC-001082,20240517,1,1,2.0,5.7,6.6,284,2989.8,False,Software Deployment Bug,False,successful
1112,INC-001083,20250109,10,10,6.0,6.3,13.3,122,2185.44,False,Third-Party/Vendor Outage,False,successful
1113,INC-001084,20250109,8,8,6.0,42.4,1120.4,571,12073.06,False,Third-Party/Vendor Outage,True,extended_mttr_outlier
1114,INC-001085,20250214,8,8,4.0,7.9,26.9,101,2043.09,False,Third-Party/Vendor Outage,False,successful
1115,INC-001086,20250806,2,2,3.0,15.8,18.1,1935,78973.96,True,Network/Telco Failure,False,successful
1116,INC-001087,20250106,1,1,6.0,29.6,0.0,1723,21686.34,False,Software Deployment Bug,False,self_resolved
1117,INC-001088,20240316,6,6,4.0,19.4,30.8,1943,80208.96,True,Third-Party/Vendor Outage,False,successful
1118,INC-001089,20250531,1,1,7.0,4.4,0.0,302,3071.58,False,Third-Party/Vendor Outage,False,self_resolved
1119,INC-001090,20250717,2,2,7.0,46.5,47.8,2109,66253.4,False,Software Deployment Bug,False,successful
1120,INC-001091,20250930,9,9,6.0,37.0,63.4,624,7156.08,False,Third-Party/Vendor Outage,True,duplicate_source
1121,INC-001091,20250930,9,9,6.0,37.0,64.0,624,7156.08,False,Third-Party/Vendor Outage,True,duplicate_source
1122,INC-001092,20240511,3,3,5.0,8.5,17.0,566,5825.48,False,Third-Party/Vendor Outage,False,successful
1123,INC-001093,20250207,3,3,5.0,3.2,5.0,231,2575.01,False,Software Deployment Bug,False,successful
1124,INC-001094,20241213,10,10,2.0,9.9,10.5,243,4226.29,True,Software Deployment Bug,False,successful
1125,INC-001095,20240527,2,2,5.0,4.7,4.9,320,12729.53,False,Network/Telco Failure,False,successful
1126,INC-001096,20250908,9,9,4.0,69.9,74.6,1168,15793.7,False,Third-Party/Vendor Outage,False,successful
1127,INC-001097,20250527,5,5,1.0,5.3,9.6,705,22311.89,True,Internal Infrastructure Failure,False,successful
1128,INC-001098,20240211,6,6,8.0,24.7,25.3,2408,70538.03,True,Third-Party/Vendor Outage,False,successful
1129,INC-001099,20240209,9,9,2.0,44.3,49.7,793,10913.29,False,Network/Telco Failure,False,successful
1130,INC-001100,20251231,6,6,1.0,7.4,12.1,451,14636.91,False,Internal Infrastructure Failure,False,successful
1131,INC-001101,20241207,5,5,7.0,15.8,0.0,1021,31306.3,False,Third-Party/Vendor Outage,False,self_resolved
1132,INC-001102,20250615,6,6,2.0,39.4,45.8,3301,115906.08,True,Third-Party/Vendor Outage,False,successful
1133,INC-001103,20240601,6,6,3.0,11.0,23.2,684,21929.47,False,Network/Telco Failure,False,successful
1134,INC-001104,20241201,1,1,1.0,12.5,13.0,970,12700.09,True,Internal Infrastructure Failure,False,successful
1135,INC-001105,20250919,5,5,5.0,3.6,7.9,211,8071.85,False,Software Deployment Bug,False,successful
1136,INC-001106,20240615,3,3,1.0,16.9,22.6,1111,12519.52,False,Internal Infrastructure Failure,False,successful
1137,INC-001107,20250206,2,2,5.0,43.4,57.7,2863,109609.83,False,Software Deployment Bug,False,successful
1138,INC-001108,20250830,3,3,4.0,0.0,6.6,0,0.0,True,Software Deployment Bug,True,false_alert
1139,INC-001109,20250603,6,6,3.0,23.3,54.2,2312,80349.07,True,Third-Party/Vendor Outage,True,duplicate_source
1140,INC-001109,20250603,6,6,3.0,23.3,55.4,2312,80349.07,True,Third-Party/Vendor Outage,True,duplicate_source
1141,INC-001110,20251226,2,2,2.0,23.1,34.7,2830,102242.9,True,Software Deployment Bug,False,successful
1142,INC-001111,20250501,8,8,1.0,3.9,0.0,74,1355.82,False,Internal Infrastructure Failure,False,self_resolved
1143,INC-001112,20240118,8,8,2.0,97.5,0.0,1411,31159.7,False,Software Deployment Bug,False,self_resolved
1144,INC-001113,20241205,4,4,4.0,22.8,25.8,2849,103441.57,True,Third-Party/Vendor Outage,False,successful
1145,INC-001114,20250302,7,7,1.0,15.8,24.8,343,7301.29,True,Internal Infrastructure Failure,False,successful
1146,INC-001115,20250820,8,8,7.0,10.2,8.2,208,3895.98,True,Software Deployment Bug,True,logging_error
1147,INC-001116,20251205,4,4,2.0,18.3,22.7,1004,31191.66,False,Third-Party/Vendor Outage,False,successful
1148,INC-001117,20250903,2,2,6.0,16.1,0.0,1075,31736.69,False,Third-Party/Vendor Outage,False,self_resolved
1149,INC-001118,20240928,6,6,8.0,-3.1,8.7,0,0.0,False,Data/Logging Anomaly,True,negative_downtime
1150,INC-001119,20240222,1,1,1.0,3692.8,34.6,224920,2998188.69,False,Data/Logging Anomaly,True,outlier_downtime
1151,INC-001120,20250820,6,6,6.0,13.2,27.9,612,20307.94,False,Third-Party/Vendor Outage,True,missing_data
1152,INC-001121,20240623,4,4,8.0,99.6,103.3,5347,165257.08,False,Third-Party/Vendor Outage,False,successful
1153,INC-001122,20240531,9,9,8.0,6.0,10.9,139,1673.34,True,Network/Telco Failure,False,successful
1154,INC-001123,20240202,4,4,8.0,0.0,0.0,380,11560.97,True,Third-Party/Vendor Outage,True,ghost_impact
1155,INC-001124,20240714,6,6,1.0,0.0,0.0,324,11133.99,True,Internal Infrastructure Failure,True,ghost_impact
1156,INC-001125,20240120,2,2,6.0,13.0,0.0,688,19812.32,False,Third-Party/Vendor Outage,False,self_resolved
1157,INC-001126,20241117,1,1,8.0,50.8,56.8,2186,22950.65,False,Third-Party/Vendor Outage,False,successful
1158,INC-001127,20240604,6,6,2.0,20.3,21.0,1314,47410.21,False,Third-Party/Vendor Outage,False,successful
1159,INC-001128,20251208,3,3,4.0,20.4,21.1,1515,15441.21,False,Network/Telco Failure,False,successful
1160,INC-001129,20250224,9,9,4.0,1242.8,14.2,16112,275156.6,False,Data/Logging Anomaly,True,outlier_downtime
1161,INC-001130,20240304,10,10,8.0,13.2,14.9,152,3784.32,False,Network/Telco Failure,False,successful
1162,INC-001131,20250615,10,10,7.0,55.0,62.0,1230,30619.58,True,Network/Telco Failure,False,successful
1163,INC-001132,20250728,1,1,5.0,14.9,31.9,829,8624.13,False,Software Deployment Bug,False,successful
1164,INC-001133,20251109,10,10,3.0,0.0,4.8,0,0.0,True,Third-Party/Vendor Outage,True,false_alert
1165,INC-001134,20250622,6,6,8.0,55.2,0.0,7602,217801.34,True,Third-Party/Vendor Outage,False,self_resolved
1166,INC-001135,20241117,3,3,5.0,18.0,23.1,1037,14559.6,False,Network/Telco Failure,False,successful
1167,INC-001136,20250415,8,8,4.0,0.0,0.0,393,6476.57,False,Software Deployment Bug,True,ghost_impact
1168,INC-001137,20250713,6,6,3.0,23.1,24.7,2370,78743.32,True,Software Deployment Bug,False,successful
1169,INC-001138,20251123,5,5,8.0,14.5,20.0,953,27718.11,False,Software Deployment Bug,False,successful
1170,INC-001139,20250916,1,1,4.0,13.8,25.4,1668,19104.25,True,Third-Party/Vendor Outage,False,successful
1171,INC-001140,20240715,2,2,6.0,25.5,62.7,2003,68877.73,True,Network/Telco Failure,False,successful
1172,INC-001141,20241012,1,1,6.0,42.6,64.6,2397,35217.36,False,Software Deployment Bug,False,successful
1173,INC-001142,20240818,2,2,6.0,19.2,19.3,1385,43495.49,False,Software Deployment Bug,False,successful
1174,INC-001143,20241022,1,1,7.0,51.7,52.1,3387,38645.17,False,Network/Telco Failure,False,successful
1175,INC-001144,20251207,5,5,2.0,40.4,44.2,2979,124380.77,False,Third-Party/Vendor Outage,False,successful
1176,INC-001145,20241120,4,4,7.0,0.0,0.0,126,5264.22,False,Third-Party/Vendor Outage,True,ghost_impact
1177,INC-001146,20241223,6,6,7.0,13.9,0.0,833,33782.1,False,Software Deployment Bug,False,self_resolved
1178,INC-001147,20241021,6,6,1.0,0.0,2.3,0,0.0,False,Internal Infrastructure Failure,True,false_alert
1179,INC-001148,20240504,2,2,5.0,39.2,47.8,2073,62831.56,False,Third-Party/Vendor Outage,False,successful
1180,INC-001149,20250208,2,2,6.0,18.5,730.1,1091,34958.66,False,Software Deployment Bug,True,extended_mttr_outlier
1181,INC-001150,20240529,3,3,,52.5,54.2,6056,,True,Internal Infrastructure Failure,True,missing_data
1182,INC-001151,20241024,3,3,,62.3,90.2,2976,37267.14,False,Internal Infrastructure Failure,True,missing_data
1183,INC-001152,20240213,1,1,5.0,9.3,497.4,698,10083.73,False,Software Deployment Bug,True,extended_mttr_outlier
1184,INC-001153,20240321,7,7,2.0,41.6,53.1,1121,21729.76,True,Software Deployment Bug,False,successful
1185,INC-001154,20250328,1,1,2.0,7.9,8.4,576,8142.47,False,Software Deployment Bug,True,duplicate_source
1186,INC-001154,20250328,1,1,2.0,7.9,8.5,576,8142.47,False,Software Deployment Bug,True,duplicate_source
1187,INC-001155,20250505,7,7,,79.4,87.3,928,,False,Internal Infrastructure Failure,True,missing_data
1188,INC-001156,20240807,9,9,7.0,14.3,0.0,174,2417.18,False,Network/Telco Failure,False,self_resolved
1189,INC-001157,20250705,10,10,3.0,4.6,11.1,60,1503.74,False,Software Deployment Bug,False,successful
1190,INC-001158,20250729,10,10,1.0,55.0,57.8,950,18375.1,False,Internal Infrastructure Failure,False,successful
1191,INC-001159,20251213,7,7,7.0,51.7,54.5,976,20777.01,False,Software Deployment Bug,False,successful
1192,INC-001160,20240520,2,2,6.0,8.6,12.2,973,38414.8,True,Third-Party/Vendor Outage,False,successful
1193,INC-001161,20250922,3,3,2.0,7.8,4.5,569,7089.3,False,Network/Telco Failure,True,logging_error
1194,INC-001162,20240905,5,5,2.0,59.6,70.4,7453,212672.65,True,Third-Party/Vendor Outage,False,successful
1195,INC-001163,20251116,2,2,8.0,40.6,42.4,2387,82378.23,False,Network/Telco Failure,False,successful
1196,INC-001164,20251015,4,4,5.0,30.7,32.1,1297,44564.71,False,Network/Telco Failure,False,successful
1197,INC-001165,20240223,2,2,6.0,5.7,28.6,771,25301.98,True,Third-Party/Vendor Outage,False,successful
1198,INC-001166,20250227,2,2,3.0,25.0,27.1,1274,45963.86,False,Software Deployment Bug,False,successful
1199,INC-001167,20250428,8,8,1.0,0.0,0.0,219,3856.3,False,Internal Infrastructure Failure,True,ghost_impact
1200,INC-001168,20240412,3,3,3.0,21.6,22.9,1165,15201.23,False,Network/Telco Failure,False,successful
1201,INC-001169,20240106,8,8,1.0,64.5,72.0,769,17751.59,False,Internal Infrastructure Failure,False,successful
1202,INC-001170,20250717,5,5,8.0,4.0,10.5,355,13529.9,True,Network/Telco Failure,False,successful
1203,INC-001171,20250220,2,2,2.0,35.2,24.7,2561,106421.13,False,Third-Party/Vendor Outage,True,logging_error
1204,INC-001172,20250503,2,2,4.0,14.1,5.5,1854,57586.66,True,Network/Telco Failure,True,logging_error
1205,INC-001173,20241021,4,4,4.0,23.4,20.9,1206,35190.37,False,Software Deployment Bug,True,logging_error
1206,INC-001174,20241019,6,6,7.0,59.9,60.8,3192,103370.63,False,Third-Party/Vendor Outage,False,successful
1207,INC-001175,20240401,2,2,2.0,39.2,43.1,2872,98208.17,False,Network/Telco Failure,False,successful
1208,INC-001176,20250701,1,1,4.0,26.9,38.5,3132,38617.64,True,Third-Party/Vendor Outage,False,successful
1209,INC-001177,20240628,6,6,7.0,39.8,40.6,4793,137364.29,True,Third-Party/Vendor Outage,False,successful
1210,INC-001178,20240629,2,2,5.0,8.6,11.2,640,19753.41,False,Third-Party/Vendor Outage,False,successful
1211,INC-001179,20250210,5,5,1.0,22.9,26.3,1488,51756.86,False,Internal Infrastructure Failure,False,successful
1212,INC-001180,20250522,5,5,1.0,14.3,15.7,1833,57519.31,True,Internal Infrastructure Failure,True,duplicate_source
1213,INC-001180,20250522,5,5,1.0,14.3,14.2,1833,57519.31,True,Internal Infrastructure Failure,True,duplicate_source
1214,INC-001181,20240709,4,4,4.0,41.6,50.5,3299,121159.19,True,Software Deployment Bug,False,successful
1215,INC-001182,20240208,1,1,5.0,0.0,5.5,0,0.0,False,Third-Party/Vendor Outage,True,false_alert
1216,INC-001183,20241101,6,6,7.0,48.8,50.9,2111,62058.23,False,Third-Party/Vendor Outage,False,successful
1217,INC-001184,20241209,1,1,3.0,9.3,0.0,591,6621.33,False,Software Deployment Bug,False,self_resolved
1218,INC-001185,20250410,4,4,3.0,7.8,14.8,675,20188.96,True,Third-Party/Vendor Outage,False,successful
1219,INC-001186,20240517,3,3,6.0,7.0,9.6,363,3971.55,False,Third-Party/Vendor Outage,False,successful
1220,INC-001187,20241006,2,2,4.0,41.1,53.4,2559,85504.72,False,Network/Telco Failure,False,successful
1221,INC-001188,20240425,1,1,8.0,120.0,121.6,10003,143560.87,True,Software Deployment Bug,False,successful
1222,INC-001189,20240615,8,8,1.0,0.0,0.0,390,7690.37,True,Internal Infrastructure Failure,True,ghost_impact
1223,INC-001190,20250414,2,2,2.0,16.7,328.3,976,32954.53,False,Software Deployment Bug,True,extended_mttr_outlier
1224,INC-001191,20240709,4,4,6.0,15.1,0.0,669,26901.78,False,Third-Party/Vendor Outage,False,self_resolved
1225,INC-001192,20241211,3,3,2.0,27.4,31.0,1708,,False,Software Deployment Bug,True,missing_data
1226,INC-001193,20250804,4,4,6.0,20.0,27.5,1981,76820.18,True,Network/Telco Failure,False,successful
1227,INC-001194,20240628,4,4,3.0,34.8,38.9,2063,86725.32,False,Third-Party/Vendor Outage,False,successful
1228,INC-001195,20250313,5,5,7.0,8.4,362.4,471,19939.64,False,Software Deployment Bug,True,extended_mttr_outlier
1229,INC-001196,20240329,2,2,3.0,0.0,14.9,0,0.0,False,Third-Party/Vendor Outage,True,false_alert
1230,INC-001197,20251116,2,2,7.0,27.3,31.0,2016,84559.99,False,Third-Party/Vendor Outage,False,successful
1231,INC-001198,20240708,5,5,5.0,19.4,0.0,1397,40185.19,False,Network/Telco Failure,False,self_resolved
1232,INC-001199,20250503,4,4,1.0,0.0,0.0,129,4735.69,False,Internal Infrastructure Failure,True,ghost_impact
1233,INC-001200,20241127,4,4,7.0,51.0,51.4,2293,92048.04,False,Network/Telco Failure,False,successful
